,DISCREPANCY
1534,original:  1gfcmdo.  cannibalized item: nlg power steering unit (ddsn: 8345g610) for modex 03 original mcn: 1gfcm95
11133,main rotor head accumulator low.          
14025,main rotor track and balance out of limits due to three rdf have met the rtb fail event criteria for the a+b 120 with no rdf with a pass event between them.          
1741,lh nlg tire is worn beyond limits dictated in na-04-1a-506.          
15363,yellow tip cap gouged beyond repairable limits.
5030,yellow elastomeric bearing has a worn insert for anti-flap.
25975,black pitchlock actuator motor shorted.
20742,"incorrect adel clamps for mrh accumulator damper hydraulic lines. removed from a/c, no fod."
10050,tail rotor bitch beam nut screws are worn.
9243,mrh accumulator fluid side low.          
6285,main rotor head low          
3203,lh mlg tire pressures low.          
16342,mrh accum hydraulic side is low
13563,perform complete tail rotor rig due to removal and replacement of the tail rotor servo.          
19947,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: sky-205647;  pos cd: black          
19176,red centering socket has play.          
11469,main rotor head accumulator low
11234,mrh in-flight vibes out of limits
24650,blade fold will not auto index correctly (travels wrong direction) during fold sequence. blades will fold when rotor head is manually indexed. blade spread works 4.0.          
4513,mrh accumulator hydraulics in red          
23228,worn spherical bearing on forward scissor.
9087,yellow main rotor blade contacting black spindle lower weight bracket.
19246,scir change:  1gti57w.  chipped paint on blue tail paddle tip cap          
16096,tail rtr balance ool          
4288,tail rotor indexer cotter pin worn          
662,"during removal of the mr bifilars(blue), one washer(bolt head side) was lost in the process. it was accounted for up the head but once down and started to perform inspection it was unaccounted for. mrc-400 card abcd 23.2, refer to jcn qg0261507 for fod se"
18753,scir change:  46sixij.  yellow hinge bolt nut corroded.          
9091,main rotor bilifar turning pins worns          
4356,mrh accumulator servicing low. in red with 1400 psi at time of inspection.
27285,perform retorque inspection on yellow lower pcr jamnnut due to replacement of bearing in 9-13 flight hours. may not exceed 25 flt hours. time now: 2575.2; time due2584.2; due nlt: 2588.2. nte: 2600.2
23749,main rotor head accumulator is low ( nitrogen )          
2547,"mrh hydraulic accumulator low. at 1st ""d"" in add.          "
18943,apu accumulator low          
5548,tail rotor indexer stuck in extended position.
23408,mrh hyd level red          
1982,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-03881;  pos cd: blue          
11583,black blade bim does not turn black in a reasonable time.          
4579,remove main rotor accumulator. re-install w/n/b/m/c          
390,black blade bim indicator low and shows black.          
16077,remove beanie for x52 to perform full bleed and service. rwn          
27749,chafed tape on middle blade fold transducer cannon plug torn
24969,tail rotor blue blade boot coming off          
23799,mrh accumulater low.
18691,main rotor head ool          
7615,fwd scissor lower link lower washer installed incorrectly on wrong side of spherical bearing.          
2780,yellow upper pcr jamnut failed torque check.          
26455,mrh black  blade lock pin seal loose.          
3807,mrh fwd scissors has play          
4092,loss of torque on cam follower bolt on red blade          
4504,remove blue main rotor blade for pmi prep. re-install when notified by maintenance control.          
722,swash plate accelerometer wire detatched.          
14168,mrh low
13058,main rotor accumulator low
22557,blue damper inboard bearing worn ool.          
14386,main rotor blade tip cap (blue) is cracked ool. phase card bd 95
11196,red inboard and outboard damper bearings out of limits          
4927,original:  1oo0rk8.  original:  2x3wxmv.  original: 1oo0la5. nose landing gear bleeds air pressure from hike valve and does not hold charge.
1815,nlg lh tire is worn          
13125,black damper inboard bearing is worn out of limits.          
20747,mrh accum hyds on red          
2847,mrh accumulator hyd fluid low.          
27268,remove outboard tail rotor blade.
2077,black blade lower centering socket loose          
11313,blue main rotor blade tip caps h/w worn          
27630,perform spread main rotor head.
12723,low mrh accumulator hyd side.          
2201,right and left nose landing gear tires require pressure.          
18969,aft scissor spherical bearing loose. abcd 23.4.          
1664,blk upper and lower centering sockets out of limits. d-119.1          
1365,yellow inboard damper bearing checks out of limits.          
2416,mrh accumulator is low with insdicator near the red. card 47.1          
1451,remove tail rotor blades to perform inbd ret plate torques.  reinstall when notified by maintenance control.
15377,blade fold inop.          
7255,excessive grease seepage from swashplate. refer to mcn: 00jfia8 for conditional inspection.
4451,recieved bad accumulator from supply. rotor head still low          
10937,perform mrh optimization adjustment.          
2190,rh nlg tire valve stem leaking          
6164,all four main rotor blades cuff to spar bolts have bare metal          
19420,lower centering socket mrh red blade has play.          
17346,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-04538;  pos cd: blue          
13729,"blue gear assy, fold hinge sun gear bushing cracked.          "
7365,main rotor head servicing out of limits.          
12206,main rotor accum hyd low          
18962,main rotor blade blue damper inboard bearing ool          
3052,main rotor head accumulator low.          
7164,small hole on black tail rotor boot paddle
2946,replace black upper pcr bolt to comply with afb-0299 no later than 200 hr/next phase time now: 1854.5. next phase dd: 2013.8          
19139,remove and replace upper #6 tip cap screws on yellow main rotor blade          
25665,red tail rotor abrasion strip torn. removed no fod.          
22384,remove blade bumper. reinstall when ae's are complete with adjustments
25040,worn upper centering socket on yellow spindle. d-119          
26911,main rotor head accumulator hyd level low          
26551,remove the mr indexer to fom install of dessicant kit for pmi prep.          
12850,worn spindle teflon tiedowns. card d-121.2          
7700,main rotor head hyd side low.
4075,blue lower centering socket is loose.          
23678,tail ool
5335,main rotor head accumulator internal nitrogen failure.          
2657,check rh and lh main landing gear and nose landing gear tire pressures and service as required          
1060,cannibalized item: blue main rotor blade assy (ddsn: 8008g652) for modex 42 original mcn: 26xi8vg          
18292,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: x221-00348d;  pos cd: black          
27492,blue damper rod end gasket worn ool.
23640,rotor overspeed pilot indication nr was red 134 and copilot nr was red 136          
19695,(abcd card 13.9) red tail rotor blade tip cap damaged out of limits.          
852,remove yellow main rotor blade for pmi. reinstall when notified by maintenance control.          
2273,service main rotor head accumulator.
14140,tail rotor bias check failed.          
9828,yellow spindle elasto nut shim worn.          
16183,hole in blue tail rotor boot
12659,worn hardware on blue blade tip cap.          
21769,worn fwd scissor bearing abcd 23.4          
6256,yellow damper inboard and outboard bearings ool.          
12403,blue and black damper bracket worn out of limits mrc-400 card 115          
