,CORRECTIVE ACTION
26486,serviced main rotor head to high low green iaw a1-h60ra-gai-000. area secure and fod free. hsu: 307 n2 bottle: 0025 outside air temp: 31 degrees celcius a/c time: 1814.3  
27064,"serviced main rotor head accumulator to high green, 1500 psi iaw gai-000. a/c hours are 4186.4, oat is at 15 degrees celsius. area secure and fod free."
7448,"performed initial torque on all outboard pcl iaw 150-300, area fod free and secure.  refer to jcn q70157408 for second 9-13 torque check. time now: a2295.1  "
7279,removed and replaced red upper and lower hub liners iaw: 150-300. area secure and fod free.
19762,"removed corrosion on droop stop bracket nuts on red blade, cleaned treated and preserved with grade 4 iaw 01-1a-509. area fod free and secure.  "
278,removed and replaced black lead stop iaw 150-300. area secure and fod free at time of inspection  
17518,removed and replaced yellow blade fold harness iaw 150-300. system op checks good iaw 150-200. area secure and fod free.  
4922,removed and replaced yellow damper iaw a1-h60ra-150-300. refer to mcn: 249w1x9 for 9-13 torque checks. pema 7iksa26150. area clean secure and fod free.
11846,"torque checked and safety wired ylw pcl jamnut iaw a1-h60ra-150-300. all checks good, area fod free and secure at time in inspection.  "
11827,removed and replaced centering sockets plugs that were recieved from supply iaw a1-h60ra-150-300. area is secure and fod free. pema 8884
18599,"serviced mrh accumulator iaw gai-000. hyd level on high green, nitrogen pressure 1500 psi, and oat 12 degrees celcius. a/c hours of 2775.90. area secure and fod free at the time of completion. refer to jcn:qg0352596 for excess leakage inspection.  "
20086,tail rotor pitch beam nut will be sealed after 9-13 hour torque checks are complete iaw a1-h60ra-150-300 wp 032 00. area is secure and fod free. refer to mcn: 26xj0b1 for 9-13 hour torque check and mcn: 26xj496 for new sealant maf.
257,removed and replaced mrh red blade iaw 150-300. all checks good. area secure and fod free at time of inspection. refer to mcn: 46sjfu2 for ground vib maf. mcn: 46sjhfn for pcr 9-13
4219,removed and replaced rh mlg door strut interface assy iaw sss 3210 pema 1531 all checks good ataf apaf aff  
10385,"serviced mrh accum using hsu 262 navy class 1 iaw a1-h60ra-gai-000. hyd side: high green. n2 side: 1650 psi. oat: 27 degrees celcius. all checks good, area secure and fod free at time of inspection."
709,replaced rh ob mlg tire iaw sss 3240. ataf. apaf. aff
10421,adjusted yellow trim tab +16(mils) and blue trim tab +3(mils). also added 39oz to the yellow hub iaw vib-200. area clean and fod free.
6127,serviced mrh iaw gai-000. navy class: 0; hyd: yellow; nitro: 1600 psi; oat: 26 degs; flt hrs: 2072.5. area secure and fod-free.  
23969,removed and replaced red droop stop cam assy iaw 150-300. area secured and fod free.  
4360,remove rh nlg torque link fitting assy iaw ietms sss 3220. pema 8741. cameo version area fod free. refer to mcn 2si8qnk sn1061a05 for nose landing gear door adjustment.  
1173,"removed and replaced lh ob mlg tire iaw sss 3240. apaf, ataf, aff. pema 2369  "
3553,serviced mrh accumulator to hydraulic: high green and nitrogen: 1600 psi iaw a1-h60ra-gai-000 using hsu s/n: 216 navy class 2. a/c hours 2312.2. all checks good. area secure and fod free at time of completion.
20975,removed and reinstalled aft scissor lower link washer iaw 150-300. area secure and fod free.  
837,shimmed all 4 lead stops iaw 150-300.  area secure and fod free.
4455,serviced mrh accumulator iaw gai-000. hyds: 2nd green. nitrogen: 1600 psi. oat: 29 degrees celcius. a/c hours: 814.900. area secure and fod free. pema 7906.
4728,removed and replaced rh nose tire iaw sss 3240. ataf apaf aff.
2305,removed and replaced fwd scissor iaw 150-300.  area secure and corrosion free.  pema sn: 6cksa67512.  
2261,removed and replaced rh ob mlg brake assembly iaw sss 3240 ataf apaf aff.  
18676,"performed mrh adjustments for in-flight ool iaw reference: vib-200 as follows:  yel pcr down -5 clicks , up + 3 clicks on red pcr and down -1 click on black. trim tabs: -3.o mils on blue and -3.0 mil on red. all checks good, area secure and fod free at ti"
3415,removed and replaced r/h nlg tire iaw sss3240. ataf apaf aff.  
18015,removed and replaced yellow main rotor head damper iaw a1-h60ra-150-300. area secure and fod free.  
8595,"mrh accumulator properly serviced to yellow hyd, 1500 psi nit, 29 c* iaw gai-000. area fod free and secure at time of completion. a/c time now: 588.8.  "
13841,"serviced mrh hydralics to the yellow iaw gai-000. nitrogen is at 1400 psi, the ambient tempreature is 12 celcius, air craft time is 1522.9.  area is secure and fod free.  "
7858,inspected fwd and aft scissor iaw:150-300. fwd scissor measures at .17 and aft .19 limit is .33. area fod free and secure.
21776,replaced blue and yellow upper pcr bolts iaw a1-h60ra-150-300. area clean and fod free. pema s/n: 2828  
26236,inspected black blade lower centering socket iaw 150-300. movement within limits. area secure and fod free. pema: 6cksa676289.  
17607,inspected tail rotor boot iaw 150-300. no tear found. checks good. completed fod check and area secure at time of inspection.  
9802,made adjustment to tail rotor iaw a1-h60rs-vib-200. added 55 grams to quadrant two and 30 grams to quadrant three. area is clean and fod free. pema 76762  
18084,removed and replaced all four t/r boots iaw reference: a1-h60ra-150-300. area fod free and secure at time of inspection. pema 48847.
20889,"serviced mrh accumulator iaw a1-h60ra-gai-000. hyd side is high green, nitrogen is 1550 psi, oats is 20 degrees cesius. a/c time is 2505.5. area secured and fod free.  "
21430,installed main rotor blade deice distributor iaw 410-300. system checks good iaw 410-200. area secure and corrsion / fod check complete. pema 21-6cksa67642
2065,"rh mlg maintainer strut removed and replaced iaw sss 3210. pema 7433. apaf, ataf, aff.  "
27833,
21356,"removed and replaced yellow tail rotor control elastomeric bearing iaw 150-300, torqued pcl links nut 150 to 205 inlbs tq wrench s/n 510360, cotter kyed, area secure and fod check complete, refer to mcn 00jdkvp, 00jdlbb & 00jdlb9 and jcn: qg0219288, qg022"
28001,
21329,"removed and replaced blue tail rotor boot zip ties and properly secured iaw:150-300 ; area fod free and secured at time of inspection, used pema s/n: 6fksa76289.  "
18886,properly serviced mrh accumulator iaw gai-000.  hyd:  high green nit: 1500 psi oat: 27 degress celcius.  area fod free and secure at time of inspection.  pema 7521  
3349,removed and replaced damper bearing iaw 150-300.refer to mcn 00cdpzt for 9-13 trq checks.  area secured and fod free. pema 6fksa75955.  
381,"serviced mrh damper accumulator iaw: a1-h60ra-gai-000. serviced with hsu 216 navy class 0, nitrogen @ 1600, hydraulic side @ high green, oat: 28 degrees celsius. area secure and fod free at time of inspection. a/c time now: 1895.1.  "
3427,removed and replaced black blade bumper iaw a1-h60ra-150-300. area is clean and fod free. pema s/n: 4ctsa99255  
9708,"inspected mrh accumulator servicing iaw gai-000. servicing is within limits. hydraulic guage reads high 1st green, nitrogen guage reads 1650 psi. oat 30c. area secure and fod free. pema sn: 76844."
18282,removed and replaced outboard retention plate iaw 150-300. area secure and fod free at time of inspection.  
5289,removed and replaced red pitch lock assembly hardware iaw 150-300. area secure and fod free.
6213,verified the replacement of fwd and aft swashplate scissor bearings iaw 150-300.  area clean and fod free.  
16702, removed and replaced forward scissor iaw 150-300.  area secure; no fod or corrosion found at time of inspection.  pema s/n 6cksa67509  
5415,installed yellow main rotor blade iaw a1-mh60ra-150-300 wp 028. all checks are good. area is secured and fod free.  
21064,"adjusted all tail rotor pcls to proper limits iaw 140-300. red-3.1, blue-3.0, black-3.0, yellow-3.0. area secure and fod free.  "
27606,"removed corrosion, cleaned, treated, and preserved red blade cuff to spar bolt iaw 01-1a-509-2.  conditional required.  refer to jcn:  q71314237.  area fod free and secure. *** correction *** maintenance control ad1 j duncan ***"
24909,installed zipties on all four mrh spindle assemblies iaw 150-300. area secure and fod free at time of inspection. refer to pq4226442 for fod search.
20938,serviced main rotor head accumulator to low green at 1500 psi iaw gai-000. oats is at 10 degree celcius. checks good. area fod free and secure.  
3521,"adjusted mrh blue pcr -5 clicks, black pcr -2 clicks and yellow pcr -15 clicks iaw vib-200. area fod free and secure.  "
18747,removed and replaced black blade abrasion strip in accordance with a1-h60ra-srm-000. area fod free and secure pema 8432. trans code 12. index part number 70101-11225104.
2818,"removed and reinstalled main rotor blades iaw 150-300. area secure and fod free. **correction: action taken:s, pema sn:5lksa55321  "
3363,"replaced pneumatic reservoir iaw sss 3231. pema 1030. ataf. apaf. aff.  for bloc, refer to mcn: 146ghta. pema 1030. ataf. apaf. aff.  "
10280,removed and replaced blue mrh damper iaw 150-300. area secure and fod free. pema #6fksa76035  
567,remove and replaced l/h main landing gear has worn hardware refer to 208cdmj for installation  
2599,performed tail rotor bias iaw 140-300. all checks good after making adjustment to blue pcl. area secure and fod free.  
11700,"serviced main rotor head accumulator iaw a1-h60ra-gai-000. servicing is at nit: 1350 psi, hyd:  high green, oat: 25 deg celsius a/c time now:2507.4 . area secure and fod free at time of inspection.  "
19875,removed and replaced blue elastomeric bearing iaw 150-300. area secure and fod free. **correction for discrepancy: card d 120.  
11144,serviced main rotor head iaw gai-000. hsu s/n: 284. navy class: 0. nitrogen: 1550. fluid:high green. oats: 16 celcius. nan 4b:pzn717. pods s/n 00183.a/c time now:2567.7. 2.4 flight hours since last servicing. conditional required. refer to jcn q70084335 f
27387,
24674,serviced mrh accumulator iaw gai-000. hyds in second green. nitrogen 1600 psi. oat 23 degrees celcius. current flight hours; 3127.300. no conditional required. area clean secure and fod free. pema s/n: 6cksa67650  
7301,refer to jcn:qv3186a22 for replacement of blk spindle assy. area secure and fod check complete.
21849,"serviced mrh accumulator iaw reference gai-000. n2 level: 1600,  hyd level: low-high green. all checks good.  area fod free and secure at time of inspection.  "
23207,removed and replaced red tail rotor boot zip tie iaw 150-300. area secure and fod free. pema: 6cksa67629  
24057,"performed tail rotor bias check due to inboard retention plate retorques iaw a1-h60ra-150-300. blade numbers, black 3.2. yellow was 3.5, now 3.0. blue 3.1. red was 3.5, now 3.1. all numbers within limts. area fod free and secure. pema s/m: 8878.  ***corre"
14174,removed and replaced red blade pitchlock actuator iaw 150-300.  used pema #4ktya45031. areas are clean and fod free.  
9232,removed and replaced fwd scissor bearing iaw a1-h60ra-150-300.  area secure and fod check complete.  
26239,serviced main rotor head accumulator to 1600 psi top of low green using hsu s/n: 204 (navy class: 0) and n2 wab s/n: 334 with an oat 20¿c iaw gai-000. time last serviced: 1420.3. time now: 1481.6. area fod free and secure.  
3063,removed and replaced lh inb mlg tire assy iaw sss 3240. used pema 76594. ataf apaf aff  
5064,
2707,refer to maf mcn:2mf086l  jcn: fcc116401 for installation and tq's. tires ordered for pool stock replenishment  
9645,scir change close-out.  refer to mcn: 0rewcv3 
16680,removed and replaced red pitch lock reduction gear housing iaw a1-h60ra-150-300.  red pitch lock op checks is good iaw  a1-h60ra-150-200. area is secure and fod free at time of inspection.  
2646,performed leak check on yellow mrh damper cylinder piston  iaw a1-h60ra-150-300.  no leaks found. area secure and fod free at time of inspection.
22683,removed and replaced red tail rotor boot iaw a1-h60ra-150-300. area secure. fod checks complete. refer to mcn: 47p472b for 9-13's torque checks on red pitch control link.  
16447,"performed the follwing ajustments:added 142 grams to 1 quadrant, added 23 grams to quadrant 2 iaw vib-200 area secure and fod free at the time of inspection.  "
888,"replaced rh nlg tire iaw ietms task sss: 3240. ataf, apaf, aff, pema 18876."
23069,serviced main rotor head accumulator to 1650 psi and high green hydraulic side iaw ref: gai-000. oat was 30 degrees celsius. acft time now is 2067.8. checks good. area secure and fod free at time of completion.  
23791,"serviced mrh accumulator iaw gai-000. n2-1450, hyd=high green, oat=58f, n2 source p9a289, hsu-300, pema 54684. ac time now 2817.9. checks good for fod and security.  "
