,CORRECTIVE ACTION
10715,removed and replaced the black fold hinge motor spacer iaw 150-300.  area secured and fod free.  
816,removed and replaced left nlg tire iaw sss 3240. used pema 54013. ataf. apaf. aff.
10116,shimmed yellow pitch lock housing iaw 150-300. area fod free and secure at time of inspection. *parts should be indexed*
6477,removed and replaced yellow droop stop iaw a1-h60ra-150-300 wp 011 00.  area fod free and secure.  
5023,
24965,"performed 3.0 degree tail rotor bias iaw 140-300.  red blade: measured at 3.3, adjusted to 3.1. blue blade: measured at 3.4, adjusted to 3.0.  yellow blade: measured at 3.4, adjusted to 3.1. black blade: measured at 3.4, adjusted to 3.0.  area secure and "
2887,serviced rh ib and ob mlg tires to proper pressures iaw sss 1210. used pema 67331.  
1635,added 70 grams of weight to quadrant one and 69 grams of weight to quadrant four iaw vib-200. area is secure and free of fod.  
3547,inspected main rotor head accumulator iaw gai-000. mrh acculmator servicing is within limits. hyd gauge reads 1st green. nitrogen gauge reads 1500. oat temp reads 16 degrees celcius. no servicing requried. area secure and fod free at time of inspection. p
17998,"serviced mrh accumulator hydraulics iaw gai-000.  hyd: yellow, nitro: 1450 psi, acft hours: 1964.4, ambient temp: 13 deg c.  area secure and fod free.  "
18603,"serviced mrh accumulator iaw gai-000. hyd level on high green, nitrogen pressure 1500 psi, and oat 13 degrees celcius. a/c hours of 3,760.20. area secure and fod free at the time of completion  "
21515,added 42 grams to qual 1 and 188 grams to quad 2 iaw: vib-200.  area clean and fod free.  refer to jcn: b00054a03 for ground vib maf.  
1205,replaced lh main landing gear door hinge iaw sss: 5280 utilizing pema 99989 ataf apaf aff.
14165,"removed and replaced the main rotor black blade bim indicator iaw a1-h60ra-150-300. serviced the main rotor blade to 13.25 psi @59'f. pema used: 7iksa25995. area is clean, secure, and free of fod."
7452,performed main rotor ground vibration analysis all checks good iaw vib-200. area clean secure and fod free. pema serno: 2dtya64048  
24133,serviced yellow blade bim indicator to 10 psi with oat at 20 degrees c iaw 150-300. area fod free and secure during time of inspection.  
5004,
1887,removed and replaced blue tail rotor boot ziptie iaw 150-300. area secure and fod free.  
290,"removed and replaced rh nose landing gear tire iaw sss 3240. ataf, apaf, aff. pema 1571.  "
14090,"service main rotor head accumulator to 2nd green, nitrogen side 1600, at 35c, current flight hours 1914.3. in accordance with a1-h60ra-gai-000, area fod free and secure, pema 8432.  "
14024,performed ground vibe analysis due to removal and reinstallation of all 4 blades and 546 day iaw vib-200. no adjustments needed. area secure and fod free.  
3192,utilized pema 5 removed and replaced lh nlg tire iaw sss 3240. ataf apaf aff  
4699,removed and replaced red main rotor spindle iaw 150-300. all checks good area fod free and secure a time of inspection.
3296,"l/h outboard main landing gear tire removed and replaced iaw sss3240 pema used 02078 ataf, apaf, aff  "
987,"removed and replaced red damper assy iaw 150-300. a/c time now: 2,353.4. refer to mcn: 1h091zl, jcn: q73070462, for 9-13 torque checks. area secure and fod free.  "
21216,removed and replaced yellow droop stop iaw 150-300. yellow droop stop s/n:026-001.  area secure and fod free at time of inspection. pema s/n 6cksa67538.  
706,removed and replaced rh nlg tire iaw sss 3240. ataf apaf aff.
3878,replaced lh nlg tire iaw sss 3240
27434,
6713,"removed and replaced aft upper scissor bolt iaw a1-h60ra-150-300, area fod free and secured at the time of inspection.  pema s/n: 76544"
793,"removed, cleaned inboard and outboard bearing and reinstalled rh ob mlg tire assy iaw sss 3240 ataf apaf aff.  "
20170,"serviced mrh accumulator iaw gai-000. serviced to mid high green, 1600psi, oat 22(f). checks good. area fod free and secure at time of completion. pema: 76844. a/c time: 2,802."
1762,"replaced rh nlg tire iaw sss 3240 utilizing pema 02496, ataf apaf aff."
2001,removed and replaced yellow tail rotor boot iaw 150-300. refer to jcn: qg0248374 for 9-13 tq check. area secure and fod free at time of inspection.  
7052,inspected hole on yellow tail rotor boot. hole with in limits. applied sealent iaw a1-h60ra-srm-000 wp 16. ataf. area secure and fod free.  
7290,"serviced mrh hyd side to top of the yellow at 1600 psi iaw gai-000. current a/c hours: 3, 556.3. no conditional required. o.a.t.: 24 degrees celcius. pema s/n: 6fksa75963. area clean secure and fod free.  "
16074,removed and replaced black blade lower pitch lock hardware iaw 150-300. area secure and fod free.  
24178,"deserviced main rotor head accumulator to 1500psi, amd 2nd green iaw a1-h60ra-gai-000. area clean and fod free.  "
20141,removed and replaced fws mrh swashplate scissor  assembly iaw reference: 150-300. area secure and fod free at time of inspection.  
4777,removed and replaced black lower c/s iaw a1-h60ra-150-300. refer to jcn: qv3200116 for corrective action. area secure and fod free at time of inspection.
21196,adjusted all four pcrs iaw vibe-200. -12 clicks on all four pcrs. area fod free and secure at time of inspection.  
20789,"performed tail rotor balance adjustments to quadrant 1: 107g, quadrant 2: 107g iaw vib-200. area secure and fod free at time of inspection.  "
18570,maf initiated in error to incorrect aircraft. refer to jcn:q20079452 mcn:2ln35tr for discrepancy maf against correct aircraft 707.  
1792,"serviced fluid low on main rotor head accumulator iaw gai-000. hydraulic: 2nd green, nitrogen: 1600 psi, oat: 21 degrees celsius, aircraft time: 2815.4.  "
10878,removed and re-installed the mission equipment rack (mer) iaw: 120-310. area fod free and secure.  
14530,removed and replaced damper bearing iaw a1-h60ra-150-300. area secure and fod free.  
11546, serviced main rotor head to 1550 high green iaw gai-000 using hsu 251 (navy class 2) and n-4 s/n: pzn136. oat 36 degrees celcius. time last serviced: 1537.3  a/c time now: 1576.8 . area fod free and secure.  
24777,safety wired all four blade fold actuator harness connectors iaw 01-1a-8. area secure and fod free at the time of inspection.  
27813,
26390,"service mrh accumulator in accordance with a1-h60ra-gai-000. hyd second green, nitrogen 1600psi, temp @ 22c. aircraft flight hours 2284.6. area fod free and secure pema 8556.  "
1764,"serviced the mrh accum nitrogen to 1500 psi iaw gai-000 . checks good. area fod free and secure. area corrosion and fod free. pema 6fksa75955. hyd fluid level yellow, 16 degrees celcius. a/c time now 3494.3  "
17802,hole not within repairable limits iaw a1-h60ra-srm-000. removed and replaced yellow tail rotor boot iaw a1-h60ra-150-300. refer to mcn: 1w3s27f for 9-13 hour torque check. area secure and fod free.  
10987,replaced yellow main rotor blade fold harness iaw a1-h60ra-150-300. area is secure and free of fod. ietm s/n: 6734  
659,serviced main rotor head accumulator to second green iaw gai-000. 1550 psi nitrogen. oat is 28 degrees celsius. 820.2 aircraft flight hours. area secure and fod free.  
11332,"manually folded blades with blade fold test set. auto spread blades, saved the position. auto folded iaw 150-200. opchecks good. area secure and fod free."
4193,received new 7rb2 maintainer strut. refer to mcn 29z56qm for installation.
10284,"inspected yellow damper, no leakage detected iaw gai-000. area secure and fod free. pema sn 6fksa79573."
7941,removed and replaced mrh accumulator iaw 150-300 serviced to 1550psi yellow at 16c. hydraulic sample navy class 3. area secure and free of fod at time of completion.
9154,final grounds within limits iaw a1-h60ca-vib-200. area clean and fod free. used pema s/n 6007.
12191,inspected mrh accum iaw gai-000. mrh accum is within limits. area secure and fod free. ietm sn 6fksa75963.  
8450,"removed and replaced black hub arm centering socket liner iaw 150-300. area secure and fod free. **correction: trans code:12, action taken:b. **correction: refer to mcn:1gthwrt for parts ordered.  "
6897,"removed and replaced blue mrb bim iaw 150-300. serviced blue mrb to 10psi, oat: 70 degreess f iaw 150-300. checks good, area fod free and secured at time of completion."
778,removed and replaced left hand nose landing gear tire iaw sss 3240 ataf apaf aff.
2010,removed and replaced the left nlg tire/ wheel assembly iaw sss 3240. apaf ataf aff.  
1994,serviced lh nlg tire iaw sss 1210. used pema 67330. ataf apaf aff.
16295,replaced yellow pitch lock liner iaw: 150-300. area secure and fod free.  
13797,added 19 grams to the blue blade and 19 grams to the yellow blade. adjusted the blue pcr down 1 the yellow pcr down 2 and the black pcr down 3. trim tab initial and final readings are in-prossesed iaw vib-200 area secure and fod free.  
20483,serviced main rotor head accumulator to yellow/1600 psi iaw a1-h60ra-gai-000. oat 29 degrees celcius. a/c time 2058.6 hrs. area secure and fod free. pema 8556.
6360,serviced mrh accumulator to 1450psi  high green iaw gai-000. oat:15 degrees celcius. flight hrs now: 3674.1. area secure and fod free at time of completion.
25643,inspected worn torque stripe on lower blue pcr bolt nut. reapplied torque stripe iaw a1-h60ra-150-300. area secure and fod check complete.  
20222,torque checked blue lower centering socket at 15 inch lbs iaw 150-300. no movement noted. all checks good. area secure and fod free. pema 6cksa67512.  
3622,replaced left hand outboard main landing gear tire iaw sss 3240 ataf apaf aff  
21490,safety wired red main rotor blade pitch horn pitch lock liner bolts in accordance with a1-h60ra-150-300. area secure and fod free. pema serno used: 7iksa26042.  
23709,removed and replaced yellow droop stop iaw 150-300. area secure and fod free.  
25050,removed and replaced blue spindle centering socket adjustment bolt iaw 150-300. area secure and fod check complete. pema sn 7529  ***fcf not required***  
448,replaced lh nlg tire iaw sss3240. utlilized pema 2064. ataf apaf aff
11974,repaired hole on yellow tail rotor boot iaw a1-h60ra-srm-000. area secured and fod free. pema sn: 48847.  
19899,all parts recieved for #6 tip cap screws.  
21056,found three hub inserts failed during blue hub insert check iaw a1-h60ra-150-300. removed and replaced three inserts on blue hub iaw a1-h60ra-150-300. area secured and fod free at the time of inspection.  
887,"deserviced rh mlg shock strut iaw sss 1210. ataf, apaf, aff. pema 1861.  "
27129,"performed tail rotor rig check iaw a1-h60ra-140-300.  no adjustments needed, rig check is good. area clean and fod free. pema sn 7iksa26000."
3997,inspected main rotor head accumulator iaw gai-000. hydraulics; low green. nitrogen; 1650psi. oat; 16 degrees celcius.no servicing required.  checks good. area fod free and secure at time of completion.
5386,refer to mcn: 27n0jjp jcn: qy6242a00 for removal and replacement of no. 6 tip cap screws. area secure and fod free at time of inspection.  
4352,performed ground vibes iaw: a1-h60rs-vib-200. all vibes within limits. area secure and fod free. pema s/n 3255.  
22610,"serviced mrh accumulator iaw gai-000. hyd level on ylw, nitrogen pressure 1500 psi, and oat 12 degrees celcius. a/c hours of 3538.9. area secure and fod free at the time of completion.  "
4255,"performed post phase 'a' ground vibration analysis iaw a1-h60rs-vib-200. no adjustments required, all ground vibrations within limits. area secure and fod free."
9757,"repaired black t/r blade, sanded, primed and painted area with sempen iaw 01-1a-509 and srm-000.  all checks good area fod free and secure. iaw srm-000.  "
8711,"serviced mrh accumulator iaw 1a-h60ra-gai-000. hydraulic: high green, nitrogen: 1500 psi, oat: 20 degrees celcius, a/c time: 2351.6 hours. area secure no fod found  "
799,work or not need due to hindge assy not being replaced.
6574,removed and replaced blue mrh blade hinge iaw a1-h60ra-150-300. area secure and fod free. pema 8884
7684,removed and replaced worn forward and aft scissor bearings iaw: a1-h60ra-150-300. area is secure and fod free.  
14615,removed and replaced blue and black tr boots iaw 150-300. refer to jcn q73076136 for 9-13 tq check.  checks good area secured and fod free.
12935,tightened loose yelow tail rotor boot zip ties iaw: a1-h60ra-150-300. area secure and fod free at time of inspection.  
21662,removed and replaced red blade iaw 150-300. area fod free and secure.  
7594,removed corrosion on mrh black blade bumper assy iaw 01-1a-509. cleaned with alcohol treated with cpc and preseved with sempen primer. area secured and fod check complete at time of inspection. *maf does not need to be qa required. verified blade bumper i
