,DISCREPANCY
20813,black blade lower centering socket is loose.          
25831,perform mr ground tuning and track and balance fcf 04-19-002          
27744,bifilars on rotor head need to be replaced due to corrosion.  (all)
1826,perform ground vibes due to 9-13 on inbd retention plate.          
18784,yellow  damper inboard teflon washer worn. d-115          
10358,disconnect lower portion of all four main rotor pitch control rods.          
21285,main rotor head hydraulic level low.          
18845,black damper outboard bearing corroded ool. mrc-400 card d-112          
11128,mrh accumulator low.
2619,rh main landing gear inboard and outboard tire pressures low.          
22363,a1-h60ca-mrc-400 card d-112 step 1. blue blade fold harness bad          
12953,perform 30 day no fly / post pmi ground vibration analysis          
5136,yellow spindle elastomeric bearing worn ool.  d-120.1
1113,left hand main landing gear tire pressures low          
7157,remove #1 tail paddle to fom. re-isntall when notified by maintenance control.          
8849,remove outboard retention plate to perform inbd ret plate torques.  reinstall when notified by maintenance control.
5109,black lower centering socket worn.
22136,mrh accumulator low
12131,tail vibrations out of limit          
26175,mrh found out of limits. no conditional required.          
23700,black blade bim indicator and spar pressure low.          
9597,mrh accumulator fluid level low          
22548,mrh accumulator fluid side low
24664,remove outboard tail rotor blade.
25699,yellow trb has a cut
2786,"bleed co-pilot master break cylinders. **update, troubleshot discrepancy to internal failure inside parking brake transfer valve**          "
24234,all four mrh pcr upper and lower jam nuts not torqued or safety wired.  maf should be fixed phase against the phase maf (q50063a00)          
10781,main rotor head accummulator hydraulic fluid low.
13296,worn red pitch lock motor gasket          
5566,inboard yellow trb tip cap rivet missing head. refer to jcn: q70317108 for fod inspection.          
18742,blue damper inboard h/w failed 9-13 flt hour torque check. a/c time now: 2556.2.          
5102,main rotor head in-flight vibes ool.
27647,black blade droop stop ool. when parts are received turn in to maintenance control supervisor for payback to the wing
12276,red pcl inboard rod end has metal extruding.  abcd-29          
21107,remove red blade to facilitate the replacement of red blade fold motor          
15659,mrh accumulator low          
7982,mrh accum. low
24802,spindle zip ties loose  blue blade
143,***admin purposes*** removed and replaced blue tip cap for admin purposes due to tip cap being installed in the incorrect position in ooma.          
18656,mrh low          
26473,broken torque stripe red blade hinge detent          
288,the black trb boot has a hole
26322,black damper gouged.          
255,out of range sw f(p)          
2605,mrh accumulator low          
821,lh and rh nose tires need to be serviced. current servicing is 255 psi ietms loaded calls out 260-280 psi for loaded a/c
20341,"yellow fold hinge gear roll pin sheared. p/n:70108-28027-041, s/n: 8237m."
18020,main rotorhead in the red          
19956,red and yellow tail paddle worn          
14210,mrh accum low on hydraulic side
16960,main rotor head low.  ac time now:  68.5          
5387,remove blue main rotor blade for 546 day inspection at sea          
13895,broken torque stripe on black detent spring washer hardware          
1870,perform full bleed and service on main rotor head accumulator due to replacement of red and blue damper bearings.          
21697,main rotorhead low.          
21186,3 degree bias out of limits
5713,ground vibrations out of limits
20128,disconnect all main rotor head damper lines due to phase b card bd-87 reconnect when directed by maintenance control.          
17748,black blade spindle middle ziptie loose.          
22953,scir change:  1lt0xp8.  mrh nitrogen pressure sight gage numbers are bearly visible due to condensation          
23594,delamination within repair limits around #1 and #2 holes on red blade tip cap          
16759,yellow spindle heater  pin is seized  to de-ice harness  d-120.1          
13660,main rotor head hydraulic fluid low.          
88,remove and replace nose landing gear drag strut for afc-0185.          
9926,mrh accumulator hyd fluid low          
20199,mrh accumulator servicing low
21694,hole in yellow tail rotor boot          
1480,vertical play in aft scissor          
11283,perform post phase ground vibes          
16018,main rotor head accumulator fluid low.          
20766,aft x-pin worn beyond limits.
22496,yellow main rotor blade tip cap h/w worn          
2492,aft scissor spherical bearing worn ool          
3480,rh nlg tire out of limits
778,fwd spherical bearing worn
3084,low mrh accumulator          
13996,blue blade fold motor cannon plug safety wired incorrectly          
3841,remove and replace component nomenclature pneumatic reservoir module;  part no: 901-380-501-103;  serno: 352          
1025,mrh low.
3280,the mrh hyd accumulator reads red          
7812,automatic blade fold does not operate
25152,scir change:  1v4ziau.  aircraft spread with no flight light          
5484,black blade has a crack near tipcap region on upper area near #6 and #7 screws. abcd-17.1 step 2..2          
12717,multiple elongated holes on trb blue tip block area.          
6272,main rotor head fluid level low          
4943,tail vibes ool
7409,mrh accumulator low
2845,main rotor accumulator mount hole on bifilar assy. worn.          
4434,main rotor head damper accumulator fluid level low. mrc 100 step 47.1          
620,blue main rotor spindle assy damper mount lug bushings damaged (none allowed) d-121.2          
3951,lh nlg tire has abnormal play in bearings. zero limitations
18114,bim on yellow rotor blade shows black.          
37,rh outboard mlg tire's tread is bald. out of limits          
3110,remove black spindle and reinstall when notified by maintenance control.          
26303,yellow spindle anti-flap cracked          
13260,full bleed and service main rotor head accumulator after installation
8800,main rotor final grounds out of limits
11642,"excessive wear on red tail rotor blade pivot bearing, ool.          "
2521,yellow and red tail rotor blade fwd tip cap rivets worn. mrc-400 card ac 70.1.          
24169,mrh accumulator hyd level low.          
21292,mrh accumulator low          
18763,minor cuts found on the blue tail rotor boot.          
16617,yellow mrh hinge assembly has two b/f inserts that failed torque checks.
359,remove main rotor head accumilator. reinstall when notified by maintenance control.          
5616,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-02712;  pos cd: red          
2704,mrh accumulator reads red.          
11935,tail rotor bias ool.          
6738,red droop stop is worn.          
2827,missing safety wire on the black blade droop stop heater and pin assembly.          
23998,"loose hinge lock arm bolt on black main rotor hinge, torque stripe is broken.          "
1402,mrh accumulator fluid level low (red level)          
4375,mrh accumulator low          
25679,aft sciisor bearing ool.
6456,yellow blade fold bracket hardware worn. d-121          
25850,mrh a-b ool          
19128,mrh accum nitrogen low.
9021,mrh accumulator low.          
17236,"red,black,and blue bladefold motor cannon plugs are not safetywired          "
20004,"autos out of limits, 4% high from target          "
9971,blue pcr upper rod end inner member face pitted ool.          
19769,fom out board retention plate. to assist with removal of tail rotor paddles.          
24654,zip tie missing on black mrh blade. refer to mcn:2ln35jq jcn: q20077180 for fod search maf.          
20995,aft scissor shoulder bushing worn out of limits          
4452,mrh ool          
16917,main rotor head accumulator fluid low.          
